Company,Sector,Industry,CompanyType,HeadquartersState,2023_Rank,2023_Profitable,2023_Founder_is_CEO,2023_FemaleCEO,2023_Growth_in_Jobs,2023_Change_in_Rank,2023_Gained_in_Rank,2023_Dropped_in_Rank,2023_Newcomer_to_the_Fortune500,2023_Global500,2023_Best_Companies,2023_Number_of_employees,2023_MarketCap_March31_M,2023_Revenues_M,2023_RevenuePercentChange,2023_Profits_M,2023_ProfitsPercentChange,2023_Assets_M,2023_CEO,2023_MarketCap_Updated_M,2023_Year,2024_Rank,2024_Profitable,2024_Founder_is_CEO,2024_FemaleCEO,2024_Growth_in_Jobs,2024_Change_in_Rank,2024_Gained_in_Rank,2024_Dropped_in_Rank,2024_Newcomer_to_the_Fortune500,2024_Global500,2024_Worlds_Most_Admired_Companies,2024_Best_Companies_to_Work_For,2024_Number_of_employees,2024_MarketCap_March28_M,2024_Revenues_M,2024_RevenuePercentChange,2024_Profits_M,2024_ProfitsPercentChange,2024_Assets_M,2024_CEO,2024_MarketCap_Updated_M,2024_Year
Tri Pointe Homes,Engineering & Construction,Homebuilders,Public,Nevada,710,yes,no,no,yes,-15,no,yes,,no,yes,1470,2558,4349,9,576,23,4720,Douglas F. Bauer,2558,2023,791,yes,no,no,no,-81,no,yes,,no,yes,no,1438,3710,3715,-15,344,-40,4915,Douglas F. Bauer,3710,2024
Trimble,Technology,"Electronics, Electrical Equip.",Public,Colorado,791,yes,no,no,no,-57,no,yes,,no,no,11825,12945,3676,0,450,-9,7269,Robert G. Painter,12945,2023,772,yes,no,no,yes,19,yes,no,,no,no,no,12700,15812,3799,3,311,-31,9539,Robert G. Painter,15812,2024
TriNet Group,Business Services,Diversified Outsourcing Services,Public,California,658,yes,no,no,yes,-9,no,yes,,no,no,3600,4835,4885,8,355,5,3443,Burton M. Goldfield,4835,2023,651,yes,no,no,no,7,yes,no,,no,no,no,3600,6700,4922,1,375,6,3693,Mike  Simonds,6700,2024
Truist Financial,Financials,Commercial Banks,Public,North Carolina,157,yes,no,no,yes,-2,no,yes,no,no,no,53987,45290,25356,10,6260,-3,555255,William H. Rogers Jr.,45290,2023,132,no,no,no,no,25,yes,no,no,no,no,no,49935,52022,33246,31,-1091,-117,535349,William H. Rogers Jr.,55397,2024
TTEC Holdings,Technology,Information Technology Services,Public,Colorado,996,yes,yes,no,yes,-33,no,yes,,no,no,69400,1758,2444,8,103,-27,2154,Kenneth D. Tuchman,1758,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
TTM Technologies,Technology,"Electronics, Electrical Equip.",Public,California,988,yes,no,no,yes,-18,no,yes,,no,no,17800,1384,2495,11,95,74,3324,Thomas T. Edman,1384,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Tutor Perini,Engineering & Construction,Engineering & Construction,Public,California,776,no,no,no,yes,-138,no,yes,,no,no,8100,318,3791,-18,-210,-328,4543,Ronald N. Tutor,318,2023,764,no,no,no,yes,12,yes,no,,no,no,no,8200,752,3880,2,-171,0,4430,Ronald N. Tutor,752,2024
Twilio,Technology,Internet Services and Retailing,Public,California,767,no,yes,no,yes,98,yes,no,,no,no,8156,12478,3826,35,-1256,0,12564,Jeff Lawson,12478,2023,728,no,no,no,no,39,yes,no,,no,no,no,5867,11133,4154,9,-1015,0,11610,Khozema Z. Shipchandler,11133,2024
Tyson Foods,"Food, Beverages & Tobacco",Food Production,Public,Arkansas,80,yes,no,no,yes,1,yes,no,no,yes,no,142000,21096,53282,13,3238,6,36821,Donnie D. King,18449,2023,85,no,no,no,no,-5,no,yes,no,yes,no,no,139000,20928,52881,-1,-648,-120,36251,Donnie D. King,20461,2024
U-Haul Holding,Transportation,"Trucking, Truck Leasing",Public,Nevada,593,yes,no,no,yes,55,yes,no,,no,no,25234,10320,5740,26,1123,84,17300,Edward J. Shoen,10320,2023,581,yes,no,no,yes,12,yes,no,,no,no,no,26501,13091,5865,2,923,-18,18125,Edward J. Shoen,13091,2024
U.S. Bancorp,Financials,Commercial Banks,Public,Minnesota,149,yes,no,no,yes,1,yes,no,no,no,no,76646,55221,27401,16,5825,-27,674805,Andrew J. Cecere,55221,2023,107,yes,no,no,no,42,yes,no,no,no,yes,no,75465,69656,40624,48,5429,-7,663491,Andrew J. Cecere,66086,2024
Uber Technologies,Technology,Internet Services and Retailing,Public,California,127,no,no,no,yes,83,yes,no,no,no,no,32800,63840,31877,83,-9141,0,32109,Dara Khosrowshahi,92104,2023,113,yes,no,no,no,14,yes,no,no,yes,yes,no,30400,160258,37281,17,1887,0,38699,Dara Khosrowshahi,151051,2024
UFP Industries,Materials,"Building Materials, Glass",Public,Michigan,403,yes,no,no,yes,-2,no,yes,no,no,no,15500,4964,9627,12,693,29,3672,Matthew J. Missad,4964,2023,493,yes,no,no,yes,-90,no,yes,no,no,no,no,15800,7569,7218,-25,514,-26,4018,Matthew J. Missad,7569,2024
UGI,Energy,Utilities: Gas and Electric,Public,Pennsylvania,388,yes,no,no,no,67,yes,no,no,no,no,10000,7284,10106,36,1073,-27,17575,Roger Perreault,7284,2023,434,no,no,no,yes,-46,no,yes,no,no,no,no,10500,5142,8928,-12,-1502,-240,15401,Mario  Longhi,5142,2024
Ulta Beauty,Retailing,Specialty Retailers: Other,Public,Illinois,383,yes,no,no,yes,19,yes,no,no,no,no,35750,27390,10209,18,1242,26,5370,David C. Kimbell,27390,2023,360,yes,no,no,yes,23,yes,no,no,no,no,no,38000,25239,11207,10,1291,4,5707,David C. Kimbell,25239,2024
Under Armour,Apparel,Apparel,Public,Maryland,594,yes,no,yes,no,-48,no,yes,,no,no,12300,3982,5727,19,223,88,4453,Stephanie C. Linnartz,3982,2023,577,yes,yes,no,no,17,yes,no,,no,no,no,11078,3157,5904,3,387,74,4857,Kevin A. Plank,3157,2024
Union Pacific,Transportation,Railroads,Public,Nebraska,159,yes,no,no,yes,4,yes,no,no,no,no,33179,123146,24875,14,6998,7,65449,Jim Vena,123146,2023,170,yes,no,no,no,-11,no,yes,no,no,yes,no,32973,150041,24119,-3,6379,-9,67132,Jim Vena,150041,2024
United Airlines Holdings,Transportation,Airlines,Public,Illinois,96,yes,no,no,yes,50,yes,no,no,no,no,92795,14474,44955,82,737,0,67358,J. Scott Kirby,17424,2023,83,yes,no,no,yes,13,yes,no,no,yes,yes,no,103300,15706,53717,20,2618,255,71104,J. Scott Kirby,14573,2024
United Natural Foods,Wholesalers,Wholesalers: Food and Grocery,Public,Rhode Island,139,yes,no,no,yes,-7,no,yes,no,no,no,30300,1565,28928,7,248,66,7628,Sandy Douglas,1565,2023,144,yes,no,no,no,-5,no,yes,no,no,no,no,29455,683,30272,5,24,-90,7394,Sandy Douglas,683,2024
United Parcel Service,Transportation,"Mail, Package, and Freight Delivery",Public,Georgia,37,yes,no,yes,yes,-3,no,yes,no,yes,no,404700,166189,100338,3,11548,-10,71124,Carol B. Tomé,156953,2023,45,yes,no,yes,no,-8,no,yes,no,yes,yes,no,382550,126829,90958,-9,6708,-42,70857,Carol B. Tom?,123329,2024
United Rentals,Business Services,Equipment Leasing,Public,Connecticut,355,yes,no,no,yes,8,yes,no,no,no,no,24600,27460,11642,20,2105,52,24183,Matthew J. Flannery,27460,2023,298,yes,no,no,yes,57,yes,no,no,no,no,no,26300,48437,14332,23,2424,15,25589,Matthew J. Flannery,48437,2024
United States Steel,Materials,Metals,Public,Pennsylvania,186,yes,no,no,no,-14,no,yes,no,no,no,22740,5930,21065,4,2524,-40,19458,David B. Burritt,5930,2023,227,yes,no,no,no,-41,no,yes,no,no,no,no,21803,9168,18053,-14,895,-64,20451,David B. Burritt,9168,2024
UnitedHealth Group,Health Care,Health Care: Insurance and Managed Care,Public,Minnesota,5,yes,no,no,yes,0,no,no,no,yes,no,400000,440854,324162,13,20120,16,245705,Andrew P. Witty,450694,2023,4,yes,no,no,yes,1,yes,no,no,yes,yes,no,440000,456081,371622,15,22381,11,273720,Andrew P. Witty,474339,2024
Univar Solutions,Wholesalers,Wholesalers: Diversified,Private,Illinois,361,yes,no,no,yes,8,yes,no,no,no,no,9746,5521,11475,20,545,18,7146,David C. Jukes,5521,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Universal Health Services,Health Care,Health Care: Medical Facilities,Public,Pennsylvania,311,yes,no,no,yes,-14,no,yes,no,no,no,82500,8982,13399,6,676,-32,13494,Marc D. Miller,8982,2023,299,yes,no,no,yes,12,yes,no,no,no,yes,no,85025,12265,14282,7,718,6,13968,Marc D. Miller,12265,2024
Unum Group,Financials,"Insurance: Life, Health (stock)",Public,Tennessee,347,yes,no,no,yes,-30,no,yes,no,no,no,10801,7805,11991,0,1314,60,61435,Richard P. McKenney,7805,2023,332,yes,no,no,no,15,yes,no,no,no,no,no,10683,10299,12386,3,1284,-2,63255,Richard P. McKenney,10299,2024
Upbound Group,Retailing,Specialty Retailers: Other,Public,Texas,719,yes,no,no,no,-77,no,yes,,no,no,12690,1366,4245,-7,12,-91,2764,Mitchell E. Fadel,1366,2023,747,no,no,no,yes,-28,no,yes,,no,no,no,12970,1916,3992,-6,-5,-142,2721,Mitchell E. Fadel,1916,2024
Urban Outfitters,Retailing,Specialty Retailers: Apparel,Public,Pennsylvania,666,yes,yes,no,yes,-20,no,yes,,no,no,19110,2555,4795,5,160,-49,3683,Richard A. Hayne,2555,2023,635,yes,yes,no,yes,31,yes,no,,no,no,no,19460,4029,5153,8,288,80,4111,Richard A. Hayne,4029,2024
US Foods Holding,Wholesalers,Wholesalers: Food and Grocery,Public,Illinois,117,yes,no,no,yes,0,,,no,yes,no,29000,8568,34057,16,265,62,12773,David E. Flitman,10199,2023,119,yes,no,no,yes,-2,no,yes,no,yes,no,no,30000,13217,35597,4,506,91,13187,David E. Flitman,12829,2024
USAA,Financials,Insurance: Property and Casualty (Stock),Private,Texas,114,no,no,no,no,-18,no,yes,no,yes,no,36820,0,36297,-3,-1296,-139,204005,Wayne Peacock,0,2023,103,yes,no,no,yes,11,yes,no,no,yes,yes,no,37376,0,42493,17,1214,0,211638,Wayne Peacock,0,2024
V2X,Aerospace & Defense,Aerospace & Defense,Public,Virginia,907,no,no,no,yes,0,,,,no,no,15400,1232,2891,62,-14,-131,3233,Charles L. Prow,1232,2023,752,no,no,no,yes,155,yes,no,,no,no,no,16000,1469,3963,37,-23,0,3082,Jeremy Wensinger,1469,2024
Vail Resorts,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",Public,Colorado,981,yes,no,yes,no,0,,,,no,no,26200,9424,2526,32,348,172,6318,Kirsten A. Lynch,9424,2023,911,yes,no,yes,yes,70,yes,no,,no,no,no,32100,8460,2889,14,268,-23,5948,Kirsten A. Lynch,8460,2024
Valero Energy,Energy,Petroleum Refining,Public,Texas,18,yes,no,no,no,12,yes,no,no,yes,no,9743,51351,171189,58,11528,1140,60982,R. Lane Riggs,41108,2023,29,yes,no,no,yes,-11,no,yes,no,yes,no,no,9897,56234,139001,-19,8835,-23,63056,R. Lane Riggs,48641,2024
Valmont Industries,Materials,Metals,Public,Nebraska,711,yes,no,no,yes,39,yes,no,,no,no,11364,6817,4345,24,251,28,3557,Avner M. Applbaum,6817,2023,726,yes,no,no,no,-15,no,yes,,no,no,no,11125,4608,4175,-4,151,-40,3477,Avner M. Applbaum,4608,2024
Valvoline,Chemicals,Chemicals,Public,Kentucky,753,yes,no,no,no,84,yes,no,,no,no,8900,6007,3931,32,424,1,3417,Samuel J. Mitchell Jr.,6007,2023,974,yes,no,yes,yes,-221,no,yes,,no,no,no,10250,5778,2618,-33,1420,235,2890,Lori A. Flees,5779,2024
Ventas,Financials,Real estate,Public,Illinois,730,no,no,yes,yes,-19,no,yes,,no,no,451,17340,4129,8,-47,-197,24158,Debra A. Cafaro,17340,2023,687,no,no,yes,yes,43,yes,no,,no,no,no,486,17523,4498,9,-41,0,24725,Debra A. Cafaro,17523,2024
Verisk Analytics,Business Services,Financial Data Services,Public,New Jersey,887,yes,no,no,no,-58,no,yes,,no,no,7000,29680,3034,1,954,43,6961,Lee M. Shavel,29680,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Veritiv,Wholesalers,Wholesalers: Diversified,Public,Georgia,503,yes,no,no,no,-26,no,yes,,no,no,5000,1831,7146,4,338,134,2090,Salvatore A. Abbate,1831,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Verizon Communications,Telecommunications,Telecommunications,Public,New York,26,yes,no,no,no,-3,no,yes,no,yes,no,117100,163333,136835,2,21256,-4,379680,Hans E. Vestberg,132258,2023,31,yes,no,no,no,-5,no,yes,no,yes,yes,no,105400,176652,133974,-2,11614,-45,380255,Hans E. Vestberg,171696,2024
Vertex Energy,Energy,Petroleum Refining,Public,Texas,911,no,yes,no,yes,0,,,,no,no,497,748,2877,982,-5,0,689,Benjamin P. Cowart,748,2023,857,no,yes,no,no,54,yes,no,,no,no,no,481,131,3185,11,-72,0,855,Benjamin P. Cowart,131,2024
Vertex Pharmaceuticals,Health Care,Pharmaceuticals,Public,Massachusetts,427,yes,no,yes,yes,21,yes,no,no,no,yes,4800,81002,8931,18,3322,42,18151,Reshma Kewalramani,81002,2023,400,yes,no,yes,yes,27,yes,no,no,no,no,yes,5400,107975,9869,10,3620,9,22730,Reshma Kewalramani,107975,2024
Vertiv Holdings,Industrials,"Electronics, Electrical Equip.",Public,Ohio,597,yes,no,no,yes,10,yes,no,,no,no,27000,5404,5692,14,77,-36,7096,Giordano Albertazzi,5404,2023,517,yes,no,no,no,80,yes,no,,no,no,no,27000,31196,6863,21,460,501,7998,Giordano Albertazzi,31196,2024
VF,Apparel,Apparel,Public,Colorado,349,yes,no,no,no,31,yes,no,no,no,no,27650,8904,11842,28,1387,240,13342,Bracken Darrell,8904,2023,355,yes,no,no,no,-6,no,yes,no,no,no,no,26400,5964,11612,-2,119,-92,13990,Bracken P. Darrell,5964,2024
Viasat,Technology,Network and Other Communications Equipment,Public,California,923,no,yes,no,yes,44,yes,no,,no,no,7000,2585,2788,24,-16,-521,6389,Mark D. Dankberg,2585,2023,932,yes,yes,no,no,-9,no,yes,,no,no,no,6800,2267,2803,1,1085,0,7730,Mark D. Dankberg,2267,2024
Viatris,Health Care,Pharmaceuticals,Public,Pennsylvania,256,yes,no,no,no,-52,no,yes,no,no,no,37000,11513,16263,-9,2079,0,50022,Scott A. Smith,11513,2023,267,yes,no,no,yes,-11,no,yes,no,no,no,no,38000,14180,15427,-5,55,-97,47686,Scott A. Smith,14180,2024
VICI Properties,Financials,Real estate,Public,New York,964,yes,no,no,no,0,,,,no,no,23,32757,2601,72,1118,10,37576,Edward B. Pitoniak,32757,2023,804,yes,no,no,yes,160,yes,no,,no,no,no,28,31075,3612,39,2514,125,44060,Edward B. Pitoniak,31075,2024
Victoria's Secret,Retailing,Specialty Retailers: Apparel,Public,Ohio,550,yes,no,no,no,-70,no,yes,,no,no,22500,2655,6344,-6,348,-46,4711,Martin P. Waters,2655,2023,556,yes,no,no,no,-6,no,yes,,no,no,no,21500,1503,6182,-3,109,-69,4600,Hillary Super,1503,2024
Visa,Business Services,Financial Data Services,Public,California,137,yes,no,no,yes,10,yes,no,no,no,yes,26500,475307,29310,22,14957,22,85501,Ryan McInerney,475307,2023,135,yes,no,no,yes,2,yes,no,no,no,yes,yes,28800,560848,32653,11,17273,16,90499,Ryan McInerney,551134,2024
Vishay Intertechnology,Technology,Semiconductors and Other Electronic Components,Public,Pennsylvania,822,yes,no,no,yes,-31,no,yes,,no,no,23900,3169,3497,8,429,44,3866,Joel Smejkal,3169,2023,836,yes,no,no,no,-14,no,yes,,no,no,no,23500,3119,3402,-3,324,-24,4240,Joel Smejkal,3119,2024
Vista Outdoor,Business Services,"Toys, Sporting Goods",Public,Minnesota,885,yes,no,no,yes,90,yes,no,,no,no,6900,1568,3045,37,473,78,2396,Gary L. McArthur,1568,2023,878,no,no,no,yes,7,yes,no,,no,no,no,7000,1906,3080,1,-10,-102,2799,Jason  Vanderbrink /Eric  Nyman,1906,2024
Visteon,Motor Vehicles & Parts,Motor Vehicles & Parts,Public,Michigan,779,yes,no,no,no,105,yes,no,,no,no,10000,4421,3756,35,124,202,2450,Sachin S. Lawande,4421,2023,755,yes,no,no,no,24,yes,no,,no,no,no,10000,3233,3954,5,486,292,2727,Sachin S. Lawande,3233,2024
Vistra,Energy,Energy,Public,Texas,304,no,no,no,no,11,yes,no,no,no,no,4910,9155,13728,14,-1227,0,32787,James A. Burke,9155,2023,283,yes,no,no,no,21,yes,no,no,no,no,no,4870,24230,14779,8,1493,0,32966,James A. Burke,24230,2024
VMware,Technology,Computer Software,Public,California,313,yes,no,no,yes,0,,,yes,no,no,38300,53496,13350,4,1314,-28,31237,Raghu Raghuram,53496,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Vontier,Technology,"Electronics, Electrical Equip.",Public,North Carolina,870,yes,no,no,no,-37,no,yes,,no,no,8100,4244,3184,6,401,-3,4343,Mark D. Morelli,4244,2023,874,yes,no,no,no,-4,no,yes,,no,no,no,8000,6981,3095,-3,377,-6,4294,Mark D. Morelli,6981,2024
Voya Financial,Financials,Diversified Financials,Public,New York,579,yes,no,yes,yes,91,yes,no,,no,no,6070,6953,5922,40,510,-76,147652,Heather H. Lavallee,6953,2023,487,yes,no,yes,yes,92,yes,no,yes,no,no,no,9000,7511,7348,24,625,22,157085,Heather H. Lavallee,7511,2024
Vulcan Materials,Materials,"Building Materials, Glass",Public,Alabama,494,yes,no,no,yes,68,yes,no,yes,no,no,11974,22827,7315,32,576,-14,14235,J. Thomas Hill,22827,2023,472,yes,no,no,no,22,yes,no,no,no,no,no,10961,36100,7782,6,933,62,14546,J. Thomas Hill,36100,2024
W.R. Berkley,Financials,Insurance: Property and Casualty (Stock),Public,Connecticut,367,yes,no,no,yes,4,yes,no,no,no,no,8186,16402,11167,18,1381,35,33861,W. Robert Berkley Jr.,16402,2023,340,yes,no,no,yes,27,yes,no,no,no,no,no,8329,22689,12143,9,1381,0,37202,W. Robert Berkley Jr.,22689,2024
W.W. Grainger,Wholesalers,Wholesalers: Diversified,Public,Illinois,272,yes,no,no,yes,12,yes,no,no,no,yes,24500,34622,15228,17,1547,48,7588,D.G. Macpherson,34622,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Wabash National,Motor Vehicles & Parts,Motor Vehicles & Parts,Public,Indiana,986,yes,no,no,yes,0,,,,no,no,6900,1175,2502,39,112,9544,1204,Brent L. Yeagy,1175,2023,991,yes,no,no,no,-5,no,yes,,no,no,no,6667,1350,2536,1,231,106,1363,Brent L. Yeagy,1350,2024
Walgreens Boots Alliance,Food & Drug Stores,Food & Drug Stores,Public,Illinois,27,yes,no,yes,yes,-9,no,yes,no,yes,no,262500,29836,132703,-11,4337,71,90124,Ginger Graham,25138,2023,28,no,no,no,yes,-1,no,yes,no,yes,no,no,268500,18712,139081,5,-3080,-171,96628,Timothy Wentworth,10100,2024
Walmart,Retailing,General Merchandisers,Public,Arkansas,1,yes,no,no,no,0,no,no,no,yes,no,2100000,397475,611289,7,11680,-15,243197,C. Douglas McMillon,416986,2023,1,yes,no,no,no,0,no,no,no,yes,yes,yes,2100000,484853,648125,6,15511,33,252399,C. Douglas McMillon,559911,2024
Walt Disney,Media,Entertainment,Public,California,48,yes,no,no,yes,5,yes,no,no,yes,no,195800,182920,82722,23,3145,58,203631,Robert A. Iger,156344,2023,47,yes,no,no,yes,1,yes,no,no,yes,yes,no,199125,224445,88898,8,2354,-25,205579,Robert A. Iger,176598,2024
Warner Bros. Discovery,Media,Entertainment,Public,New York,118,no,no,no,yes,192,yes,no,no,no,no,37500,36778,33817,177,-7371,-833,134001,David M. Zaslav,29988,2023,106,no,no,no,no,12,yes,no,no,yes,no,no,35300,21298,41321,22,-3126,0,122757,David M. Zaslav,18181,2024
Warner Music Group,Media,Entertainment,Public,New York,581,yes,no,no,yes,-5,no,yes,,no,no,6200,17217,5919,12,551,81,7828,Robert Kyncl,17217,2023,566,yes,no,no,no,15,yes,no,,no,yes,no,5900,17100,6037,2,430,-22,8545,Robert Kyncl,17100,2024
Waste Management,Business Services,Waste Management,Public,Texas,204,yes,no,no,yes,-1,no,yes,no,no,no,49500,66372,19698,10,2238,23,31367,James C. Fish Jr.,66372,2023,199,yes,no,no,no,5,yes,no,no,no,yes,no,48000,85601,20426,4,2304,3,32823,James C. Fish Jr.,85601,2024
Waters,Technology,"Scientific,Photographic and  Control Equipment",Public,Massachusetts,897,yes,no,no,yes,-20,no,yes,,no,no,8200,18251,2972,7,708,2,3282,Udit Batra,18251,2023,899,yes,no,no,no,-2,no,yes,,no,no,no,7900,20379,2956,0,642,-9,4627,Udit Batra,20379,2024
Watsco,Wholesalers,Wholesalers: Diversified,Public,Florida,495,yes,no,no,yes,12,yes,no,yes,no,no,7238,12354,7274,16,601,44,3488,Albert H. Nahmad,12354,2023,489,yes,no,no,yes,6,yes,no,no,no,no,no,7388,17061,7284,0,536,-11,3729,Albert H. Nahmad,17061,2024
Wayfair,Retailing,Internet Services and Retailing,Public,Massachusetts,336,no,yes,no,no,-61,no,yes,no,no,no,15745,3796,12218,-11,-1331,0,3580,Niraj S. Shah,3796,2023,346,no,yes,no,no,-10,no,yes,no,no,no,no,12800,8175,12003,-2,-738,0,3474,Niraj S. Shah,8175,2024
Webster Financial,Financials,Commercial Banks,Public,Connecticut,939,yes,no,no,yes,0,,,,no,no,4406,6885,2726,115,644,58,71278,John R. Ciulla,6885,2023,758,yes,no,no,no,181,yes,no,,no,no,no,4196,8710,3943,45,868,35,74945,John R. Ciulla,8710,2024
WEC Energy Group,Energy,Utilities: Gas and Electric,Public,Wisconsin,404,yes,no,no,yes,12,yes,no,no,no,no,7022,29900,9597,15,1408,8,41872,Scott J. Lauber,29900,2023,435,yes,no,no,no,-31,no,yes,no,no,no,no,7000,25935,8893,-7,1332,-5,43940,Scott J. Lauber,25935,2024
Weis Markets,Food & Drug Stores,Food & Drug Stores,Public,Pennsylvania,672,yes,no,no,no,0,,,,no,no,23000,2278,4696,11,125,15,1959,Jonathan H. Weis,2278,2023,667,yes,no,no,no,5,yes,no,,no,no,no,23000,1732,4697,0,104,-17,2040,Jonathan H. Weis,1732,2024
Wells Fargo,Financials,Commercial Banks,Public,California,47,yes,no,no,no,-6,no,yes,no,yes,no,238000,141188,82859,0,13182,-39,1881016,Charles W. Scharf,164093,2023,34,yes,no,no,no,13,yes,no,no,yes,no,no,226000,205202,115340,39,19142,45,1932468,Charles W. Scharf,201265,2024
Welltower,Financials,Real estate,Public,Ohio,583,yes,no,no,yes,47,yes,no,,no,no,514,35174,5861,24,141,-58,37893,Shankh S. Mitra,35174,2023,534,yes,no,no,yes,49,yes,no,,no,yes,no,533,53156,6638,13,340,141,44012,Shankh S. Mitra,53156,2024
Werner Enterprises,Transportation,"Trucking, Truck Leasing",Public,Nebraska,854,yes,no,no,yes,38,yes,no,,no,no,14300,2877,3290,20,241,-7,3097,Derek J. Leathers,2877,2023,846,yes,no,no,no,8,yes,no,,no,no,no,13809,2483,3284,0,112,-53,3158,Derek J. Leathers,2483,2024
WESCO International,Wholesalers,Wholesalers: Diversified,Public,Pennsylvania,181,yes,no,no,yes,19,yes,no,no,no,no,20000,7897,21420,18,861,85,14812,John J. Engel,7897,2023,183,yes,no,no,no,-2,no,yes,no,no,yes,no,20000,8727,22385,4,766,-11,15061,John J. Engel,8727,2024
West Pharmaceutical Services,Health Care,Medical Products and Equipment,Public,Pennsylvania,908,yes,no,no,yes,-39,no,yes,,no,no,10700,25732,2887,2,586,-12,3617,Eric M. Green,25732,2023,900,yes,no,no,no,8,yes,no,,no,no,no,10600,28968,2950,2,593,1,3830,Eric M. Green,28968,2024
Western & Southern Financial Group,Financials,"Insurance: Life, Health (Mutual)",Private,Ohio,314,yes,no,no,yes,58,yes,no,no,no,no,2594,0,13156,39,309,-14,69147,John F. Barrett,0,2023,284,yes,no,no,yes,30,yes,no,no,no,no,no,2669,0,14775,12,485,57,75969,John F. Barrett,0,2024
Western Alliance Bancorp.,Financials,Commercial Banks,Public,Arizona,891,yes,no,no,yes,0,,,,no,no,3365,3896,3016,46,1057,18,67734,Kenneth A. Vecchione,3896,2023,704,yes,no,no,no,187,yes,no,,no,no,no,3260,7072,4316,43,722,-32,70862,Kenneth A. Vecchione,7073,2024
Western Digital,Technology,"Computers, Office Equipment",Public,California,221,yes,no,no,no,-4,no,yes,no,no,no,65000,12029,18793,11,1500,83,26259,David V. Goeckeler,12029,2023,334,no,no,no,no,-113,no,yes,no,no,yes,no,53000,22279,12318,-34,-1706,-214,24429,David V. Goeckeler,22279,2024
Western Midstream Partners,Energy,Pipelines,Public,Texas,860,yes,no,no,yes,-2,no,yes,,no,no,1217,10150,3252,13,1217,33,11272,Michael P. Ure,10150,2023,871,yes,no,no,yes,-11,no,yes,,no,no,no,1377,13526,3106,-4,1022,-16,12472,Michael P. Ure,13526,2024
Western Union,Business Services,Financial Data Services,Public,Colorado,698,yes,no,no,no,-99,no,yes,,no,no,8900,4175,4476,-12,911,13,8496,Devin B. McGranahan,4175,2023,702,yes,no,no,yes,-4,no,yes,,no,no,no,9000,4784,4357,-3,626,-31,8199,Devin B. McGranahan,4784,2024
Westinghouse Air Brake Technologies,Industrials,Industrial Machinery,Public,Pennsylvania,453,yes,no,no,yes,-14,no,yes,no,no,no,27000,18226,8362,7,633,13,18516,Rafael O. Santana,18226,2023,407,yes,no,no,yes,46,yes,no,no,no,no,no,29000,25790,9677,16,815,29,18988,Rafael O. Santana,25790,2024
Westlake,Chemicals,Chemicals,Public,Texas,263,yes,no,no,yes,57,yes,no,no,no,no,15920,14812,15794,34,2247,12,20550,Albert Yuan Chao,14812,2023,326,yes,no,no,no,-63,no,yes,no,no,no,no,15520,19636,12548,-21,479,-79,21035,Jean-Marc Gilson,19637,2024
WestRock,Materials,"Packaging, Containers",Private,Georgia,183,yes,no,no,yes,9,yes,no,no,no,no,50500,7759,21257,13,945,13,28406,David B. Sewell,7759,2023,202,no,no,no,yes,-19,no,yes,no,no,no,no,56100,12707,20310,-4,-1649,-275,27444,David B. Sewell,12707,2024
WeWork,Financials,Real estate,Public,New York,862,no,no,no,no,52,yes,no,,no,no,4300,568,3245,26,-2034,0,17863,David Tolley,568,2023,0,,,,,0,,,,,,,0,0,0,0,0,0,0,,0,0
Weyerhaeuser,Materials,Forest and Paper Products,Public,Washington,385,yes,no,no,yes,-31,no,yes,no,no,no,9264,22082,10184,0,1880,-28,17340,Devin W. Stockfish,22082,2023,476,yes,no,no,yes,-91,no,yes,no,no,no,no,9318,26200,7674,-25,839,-55,16983,Devin W. Stockfish,26201,2024
